composer_name,composer_name-href,song_name,song_name-href,title,type,instrumentation,key,collection,rcm_grade,abrsm_grade,henle_grade
"Bovet, Guy","http://www.classicalmusicdb.com/composers/view/554","» Hamburger Totentanz","http://www.classicalmusicdb.com/musics/view/6379","Guy Bovet:Hamburger Totentanzfrom Collection: Trois Préludes Hambourgeois","Prélude","Organ","null","Trois Préludes Hambourgeois","N/A","N/A","N/A"
"Stockhausen, Karlheinz","http://www.classicalmusicdb.com/composers/view/504","» Klavierstücke I, No. 1","http://www.classicalmusicdb.com/musics/view/6166","Karlheinz Stockhausen:Klavierstücke I, No. 1from Collection: Klavierstücke (Piano Pieces)","null","- Piano Solo","null","Klavierstücke (Piano Pieces)","Grade 12 (LRCM) Piano
 20th- and 21st-century Repertoire","N/A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Feinsliebchen, du sollst mir nicht barfuss gehn, WoO  33, No. 12","http://www.classicalmusicdb.com/musics/view/4647","Johannes Brahms:Feinsliebchen, du sollst mir nicht barfuss gehn, WoO  33, No. 12","Song","Voice & Piano","null","null","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Marches (2) in D Major, KV  320a, K.  335","http://www.classicalmusicdb.com/musics/view/3600","Wolfgang Amadeus Mozart:Marches (2) in D Major, KV  320a, K.  335","null","Orchestra","D Major","null","N/A","N/A","N/A"
"Tchaikovsky, Pyotr Ilyich","http://www.classicalmusicdb.com/composers/view/20","» Sérénade mélancolique in B♭ Minor, Op. 26","http://www.classicalmusicdb.com/musics/view/5329","Pyotr Ilyich Tchaikovsky:Sérénade mélancolique in B♭ Minor, Op. 26","Serenade","Violin & Orchestra","B♭ Minor","null","Grade 10 Violin
 List C: Concert Repertoire","N/A","N/A"
"Mendelssohn, Felix","http://www.classicalmusicdb.com/composers/view/11","» Lieder ohne Worte in E♭ Major, Op. 85, No. 3, Presto","http://www.classicalmusicdb.com/musics/view/1322","Felix Mendelssohn:Lieder ohne Worte in E♭ Major, Op. 85, No. 3, Prestofrom Collection: Lieder ohne Worte (Songs Without Words) Book 7, Op. 85","null","- Piano Solo","E♭ Major","Lieder ohne Worte (Songs Without Words) Book 7, Op. 85","N/A","N/A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Intermezzo in A Minor, Op. 118, No. 1, Allegro non assai, ma molto appassionato","http://www.classicalmusicdb.com/musics/view/584","Johannes Brahms:Intermezzo in A Minor, Op. 118, No. 1, Allegro non assai, ma molto appassionatofrom Collection: 6 Klavierstücke, Op. 118","Intermezzo","- Piano Solo","A Minor","6 Klavierstücke, Op. 118","Grade 11 (ARCT Performance) Piano
 List C: Romantic Repertoire","N/A","Level 6/7 (medium) Piano"
"Tsitsaros, Christos","http://www.classicalmusicdb.com/composers/view/204","» Gallop","http://www.classicalmusicdb.com/musics/view/2226","Christos Tsitsaros:Gallopfrom Collection: Nine Tales","null","- Piano Solo","null","Nine Tales","Grade 10 Piano
 Etudes","N/A","N/A"
"Method Book,","http://www.classicalmusicdb.com/composers/view/429","» On Parade","http://www.classicalmusicdb.com/musics/view/5618","Method Book:On Paradefrom Collection: The ABC of Piano Playing, 2","null","- Piano Solo","null","The ABC of Piano Playing, 2","Preparatory A Piano
 Repertoire from Method Books","N/A","N/A"
"Muczynski, Robert","http://www.classicalmusicdb.com/composers/view/225","» Prélude, Op. 6, No. 5, Moderato","http://www.classicalmusicdb.com/musics/view/1765","Robert Muczynski:Prélude, Op. 6, No. 5, Moderatofrom Collection: 6 Preludes, Op. 6","Prélude","- Piano Solo","null","6 Preludes, Op. 6","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Die ihr des unermesslichen Weltalls  (""Little German cantata"") in C Major, KV  619, K.  619","http://www.classicalmusicdb.com/musics/view/3929","Wolfgang Amadeus Mozart:Die ihr des unermesslichen Weltalls  (""Little German cantata"") in C Major, KV  619, K.  619","null","Voice & Piano","C Major","null","N/A","N/A","N/A"
"Turina, Joaquín","http://www.classicalmusicdb.com/composers/view/205","» Trapecios volantes (Trapeze Artists), Op. 68, No. 6","http://www.classicalmusicdb.com/musics/view/1840","Joaquín Turina:Trapecios volantes (Trapeze Artists), Op. 68, No. 6from Collection: El Circo (The Circus), Op. 68","null","- Piano Solo","null","El Circo (The Circus), Op. 68","Grade 9 Piano
 List D: Post-Romantic, 20th, and 21st-century Repertoire","N/A","N/A"
"Beethoven, Ludwig van","http://www.classicalmusicdb.com/composers/view/6","» Bagatelle in G Minor, Op. 119, No. 1, Allegretto","http://www.classicalmusicdb.com/musics/view/137","Ludwig van Beethoven:Bagatelle in G Minor, Op. 119, No. 1, Allegrettofrom Collection: 11 Bagatelles, Op. 119","Bagatelle","- Piano Solo","G Minor","11 Bagatelles, Op. 119","Grade 7 Piano
 List B: Classical and Classical-style Repertoire","N/A","Level 3/4 (easy) Piano"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Minuets (6), KV  448a, K.  461","http://www.classicalmusicdb.com/musics/view/3722","Wolfgang Amadeus Mozart:Minuets (6), KV  448a, K.  461","Minuet","Orchestra","null","null","N/A","N/A","N/A"
"Schumann, Robert","http://www.classicalmusicdb.com/composers/view/13","» Lied der Braut II (Lass mich ihm am Busen hangen), Op. 25, No. 12","http://www.classicalmusicdb.com/musics/view/5312","Robert Schumann:Lied der Braut II (Lass mich ihm am Busen hangen), Op. 25, No. 12from Collection: Myrthen, Op. 25","Lied","Voice & Piano","null","Myrthen, Op. 25","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Concerto for Violin and Piano in D Major, KV  315f, K.  Anh.56","http://www.classicalmusicdb.com/musics/view/3589","Wolfgang Amadeus Mozart:Concerto for Violin and Piano in D Major, KV  315f, K.  Anh.56","Concerto","null","D Major","null","N/A","N/A","N/A"
"Griffes, Charles Tomlinson","http://www.classicalmusicdb.com/composers/view/151","» Clouds, Op. 7, No. 4","http://www.classicalmusicdb.com/musics/view/795","Charles Tomlinson Griffes:Clouds, Op. 7, No. 4from Collection: Roman Sketches, Op. 7","null","- Piano Solo","null","Roman Sketches, Op. 7","Grade 10 Piano
 List D: Post-Romantic and Early 20th-century Repertoire","N/A","N/A"
"Bach, Johann Sebastian","http://www.classicalmusicdb.com/composers/view/5","» Prelude and Fugue No. 22 in B♭ Minor, BWV  891","http://www.classicalmusicdb.com/musics/view/149","Johann Sebastian Bach:Prelude and Fugue No. 22 in B♭ Minor, BWV  891from Collection: Das Wohltemperierte Klavier II (The Well-Tempered Clavier 2)","Prelude and Fugue","- Piano Solo","B♭ Minor","Das Wohltemperierte Klavier II (The Well-Tempered Clavier 2)","Grade 11 (ARCT Performance) Piano
 List A: Works of J.S. Bach","Grade 10 (LRSM) Piano","N/A"
"Dvořák, Antonín Leopold","http://www.classicalmusicdb.com/composers/view/32","» Slavonic Dance in E Minor, Op. 46, No. 2","http://www.classicalmusicdb.com/musics/view/5287","Antonín Leopold Dvořák:Slavonic Dance in E Minor, Op. 46, No. 2Violin & Piano Arrangement  by Fritz KreislerThis entry is for the arrangement.","Dance","Violin & Piano","E Minor","null","Grade 10 Violin
 List C: Concert Repertoire","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Violin Sonata in F Major, KV  46e","http://www.classicalmusicdb.com/musics/view/3358","Wolfgang Amadeus Mozart:Violin Sonata in F Major, KV  46e","Sonata","Violin & Piano","F Major","null","N/A","N/A","N/A"
"Debussy, Claude","http://www.classicalmusicdb.com/composers/view/15","» Le vent dans la plaine: Animé (The Wind in the Plain), No. 3","http://www.classicalmusicdb.com/musics/view/398","Claude Debussy:Le vent dans la plaine: Animé (The Wind in the Plain), No. 3from Collection: Préludes Premier livre (Book 1)","Prélude","- Piano Solo","null","Préludes Premier livre (Book 1)","Grade 11 (ARCT Performance) Piano
 List D: Post-Romantic and Early 20th-century Repertoire","N/A","Level 7 (difficult) Piano"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Zum Schluss (""Nun, ihr Musen, genug!""), Op. 65, No. 15","http://www.classicalmusicdb.com/musics/view/4281","Johannes Brahms:Zum Schluss (""Nun, ihr Musen, genug!""), Op. 65, No. 15from Collection: 15 Neue Liebeslieder waltzes, Op. 65","Waltz","null","null","15 Neue Liebeslieder waltzes, Op. 65","N/A","N/A","N/A"
"Gillock, William L.","http://www.classicalmusicdb.com/composers/view/100","» Argentina","http://www.classicalmusicdb.com/musics/view/6249","William L. Gillock:Argentinafrom Collection: Accent on Solos, 2","null","- Piano Solo","null","Accent on Solos, 2","Grade 1 Piano
 List B: Romantic, 20th-, and 21st-century Repertoire","N/A","N/A"
"George, Jon","http://www.classicalmusicdb.com/composers/view/435","» Strolling in the Park","http://www.classicalmusicdb.com/musics/view/5738","Jon George:Strolling in the Park","null","- Piano Solo","null","null","Preparatory B Piano
 Repertoire","N/A","N/A"
"Koussevitzky, Serge","http://www.classicalmusicdb.com/composers/view/310","» Double Bass Concerto","http://www.classicalmusicdb.com/musics/view/4912","Serge Koussevitzky:Double Bass Concerto","Concerto","null","null","null","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Church Sonata  (""No.12"" or ""No.14"") in C Major, KV  271e, K.  278","http://www.classicalmusicdb.com/musics/view/3548","Wolfgang Amadeus Mozart:Church Sonata  (""No.12"" or ""No.14"") in C Major, KV  271e, K.  278","Sonata","Orchestra","C Major","null","N/A","N/A","N/A"
"Shostakovich, Dmitri","http://www.classicalmusicdb.com/composers/view/26","» Prelude in E Major, Op. 34, No. 9","http://www.classicalmusicdb.com/musics/view/2179","Dmitri Shostakovich:Prelude in E Major, Op. 34, No. 9from Collection: 24 Preludes, Op. 34","Prélude","- Piano Solo","E Major","24 Preludes, Op. 34","Grade 10 Piano
 List E: 20th- and 21st-century Repertoire","N/A","N/A"
"Bach, Johann Sebastian","http://www.classicalmusicdb.com/composers/view/5","» Invention No. 14 in B♭ Major, BWV  785, No. 14","http://www.classicalmusicdb.com/musics/view/249","Johann Sebastian Bach:Invention No. 14 in B♭ Major, BWV  785, No. 14from Collection: Fünfzehn Zweistimmi Inventionen (15 Two-Part Inventions)","Invention","- Piano Solo","B♭ Major","Fünfzehn Zweistimmi Inventionen (15 Two-Part Inventions)","Grade 8 Piano
 List A: Baroque Repertoire","Grade 6 Piano
 List A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Marienwürmchen (""Marienwürmchen, setze dich""), WoO  31, No. 13","http://www.classicalmusicdb.com/musics/view/4602","Johannes Brahms:Marienwürmchen (""Marienwürmchen, setze dich""), WoO  31, No. 13","Song","Voice & Piano","null","null","N/A","N/A","N/A"
"Grieg, Edvard","http://www.classicalmusicdb.com/composers/view/10","» Matrosenes oppsang (Sailor's song), Op. 68, No. 1","http://www.classicalmusicdb.com/musics/view/1985","Edvard Grieg:Matrosenes oppsang (Sailor's song), Op. 68, No. 1from Collection: Lyric Pieces, Op. 68","null","- Piano Solo","null","Lyric Pieces, Op. 68","N/A","N/A","Level 3 (easy) Piano"
"Scriabin, Alexander","http://www.classicalmusicdb.com/composers/view/29","» Prélude in F♯ Minor, Op. 11, No. 8, Allegro agitato","http://www.classicalmusicdb.com/musics/view/1494","Alexander Scriabin:Prélude in F♯ Minor, Op. 11, No. 8, Allegro agitatofrom Collection: 24 Preludes, Op. 11","Prélude","- Piano Solo","F♯ Minor","24 Preludes, Op. 11","N/A","N/A","N/A"
"Händel, Georg Friedrich","http://www.classicalmusicdb.com/composers/view/24","» Keyboard Suite in D Minor, HWV  449","http://www.classicalmusicdb.com/musics/view/220","Georg Friedrich Händel:Keyboard Suite in D Minor, HWV  449","Suite","- Piano Solo","D Minor","null","N/A","Grade 7 Piano* (partial)
 List A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Chant bohémien (""Коса"") in G Major, WoO  Anh.4, No. 6/6","http://www.classicalmusicdb.com/musics/view/4820","Johannes Brahms:Chant bohémien (""Коса"") in G Major, WoO  Anh.4, No. 6/6","null","null","G Major","null","N/A","N/A","N/A"
"Debussy, Claude","http://www.classicalmusicdb.com/composers/view/15","» La danse de Puck: Capricieux et léger (Puck's Dance), No. 11","http://www.classicalmusicdb.com/musics/view/406","Claude Debussy:La danse de Puck: Capricieux et léger (Puck's Dance), No. 11from Collection: Préludes Premier livre (Book 1)","Prélude","- Piano Solo","null","Préludes Premier livre (Book 1)","Grade 11 (ARCT Performance) Piano
 List D: Post-Romantic and Early 20th-century Repertoire","N/A","Level 7 (difficult) Piano"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Beim Abschied (""Ich müh mich ab"") in D Major, Op. 95, No. 3","http://www.classicalmusicdb.com/musics/view/4396","Johannes Brahms:Beim Abschied (""Ich müh mich ab"") in D Major, Op. 95, No. 3","Lied","Voice & Piano","D Major","null","N/A","N/A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Erlaube mir, feins Mädchen, WoO  35, No. 3","http://www.classicalmusicdb.com/musics/view/4703","Johannes Brahms:Erlaube mir, feins Mädchen, WoO  35, No. 3","null","Chorus","null","null","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» La finta giardiniera, KV  196, K.  196","http://www.classicalmusicdb.com/musics/view/3489","Wolfgang Amadeus Mozart:La finta giardiniera, KV  196, K.  196","null","Voices Chorus Orchestra","null","null","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Violin Sonata No. 29 in A Major, KV  385e, K.  402","http://www.classicalmusicdb.com/musics/view/3675","Wolfgang Amadeus Mozart:Violin Sonata No. 29 in A Major, KV  385e, K.  402","Sonata","Violin & Piano","A Major","null","N/A","N/A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Auf, gebet uns das Pfingstei, WoO  32, No. 4","http://www.classicalmusicdb.com/musics/view/4609","Johannes Brahms:Auf, gebet uns das Pfingstei, WoO  32, No. 4","Song","Voice & Piano","null","null","N/A","N/A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Mondenschein (""Nacht liegt auf dem fremden Wegen"") in B♭ Major, Op. 85, No. 2","http://www.classicalmusicdb.com/musics/view/4355","Johannes Brahms:Mondenschein (""Nacht liegt auf dem fremden Wegen"") in B♭ Major, Op. 85, No. 2","Lied","Voice & Piano","B♭ Major","null","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Variations (6) on ""Hélas, j'ai perdu mon amant"" in G Major, KV  374b, K.  360","http://www.classicalmusicdb.com/musics/view/3636","Wolfgang Amadeus Mozart:Variations (6) on ""Hélas, j'ai perdu mon amant"" in G Major, KV  374b, K.  360","Variation","Violin & Piano","G Major","null","N/A","N/A","N/A"
"Rode, Pierre","http://www.classicalmusicdb.com/composers/view/406","» Caprice, No. 10","http://www.classicalmusicdb.com/musics/view/5470","Pierre Rode:Caprice, No. 10from Collection: 24 Caprices","Caprice","Violin Solo","null","24 Caprices","N/A","N/A","N/A"
"Liszt, Franz","http://www.classicalmusicdb.com/composers/view/3","» Sonetto 47 del Petrarca (Petrarch's Sonnet 47), No. 4","http://www.classicalmusicdb.com/musics/view/660","Franz Liszt:Sonetto 47 del Petrarca (Petrarch's Sonnet 47), No. 4from Collection: Années de pèlerinage (Years of Pilgrimage) 2: ""Deuxième année: Italie (Second Year: Italy)"", S. 161","null","- Piano Solo","null","Années de pèlerinage (Years of Pilgrimage) 2: ""Deuxième année: Italie (Second Year: Italy)"", S. 161","Grade 11 (ARCT Performance) Piano
 List C: Romantic Repertoire","N/A","N/A"
"Alcock, John","http://www.classicalmusicdb.com/composers/view/260","» Suite in A Major, No. 1","http://www.classicalmusicdb.com/musics/view/2382","John Alcock:Suite in A Major, No. 1from Collection: 6 Suites of Easy Lessons","Suite","- Piano Solo","A Major","6 Suites of Easy Lessons","Grade 7 Piano* (partial)
 List A: Baroque Repertoire","N/A","N/A"
"Satie, Erik","http://www.classicalmusicdb.com/composers/view/200","» Gnossienne No. 6","http://www.classicalmusicdb.com/musics/view/1478","Erik Satie:Gnossienne No. 6","null","- Piano Solo","null","null","N/A","N/A","N/A"
"Mendelssohn, Felix","http://www.classicalmusicdb.com/composers/view/11","» Lieder ohne Worte in A Minor, Op. 38, No. 5, Agitato","http://www.classicalmusicdb.com/musics/view/1332","Felix Mendelssohn:Lieder ohne Worte in A Minor, Op. 38, No. 5, Agitatofrom Collection: Lieder ohne Worte (Songs Without Words) Book 3, Op. 38","null","- Piano Solo","A Minor","Lieder ohne Worte (Songs Without Words) Book 3, Op. 38","N/A","N/A","N/A"
"Schumann, Robert","http://www.classicalmusicdb.com/composers/view/13","» Niemand, Op. 25, No. 22","http://www.classicalmusicdb.com/musics/view/5322","Robert Schumann:Niemand, Op. 25, No. 22from Collection: Myrthen, Op. 25","Lied","Voice & Piano","null","Myrthen, Op. 25","N/A","N/A","N/A"
"Grieg, Edvard","http://www.classicalmusicdb.com/composers/view/10","» Norsk (Norwegian melody), Op. 12, No. 6","http://www.classicalmusicdb.com/musics/view/1942","Edvard Grieg:Norsk (Norwegian melody), Op. 12, No. 6from Collection: Lyric Pieces, Op. 12","null","- Piano Solo","null","Lyric Pieces, Op. 12","N/A","N/A","Level 4 (medium) Piano"
"Miyoshi, Akira","http://www.classicalmusicdb.com/composers/view/495","» Chaînes","http://www.classicalmusicdb.com/musics/view/6084","Akira Miyoshi:Chaînes","null","- Piano Solo","null","null","Grade 12 (LRCM) Piano
 20th- and 21st-century Repertoire","N/A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Serenade (""Liebliches Kind, kannst du mir sagen?"") in B Major, Op. 70, No. 3","http://www.classicalmusicdb.com/musics/view/4318","Johannes Brahms:Serenade (""Liebliches Kind, kannst du mir sagen?"") in B Major, Op. 70, No. 3from Collection: 4 Songs, Op. 70","Song","Voice & Piano","B Major","4 Songs, Op. 70","N/A","N/A","N/A"
